NAME                           INSTALLED         FIXED IN                                             TYPE          VULNERABILITY        SEVERITY  EPSS          RISK   
netty-codec-http               4.1.87.Final      4.1.133.Final                                        java-archive  GHSA-f6hv-jmp6-3vwv  High      0.9% (54th)   0.6    
netty-codec-http               4.1.94.Final      4.1.133.Final                                        java-archive  GHSA-f6hv-jmp6-3vwv  High      0.9% (54th)   0.6    
netty-codec-http2              4.1.115.Final     4.1.133.Final                                        java-archive  GHSA-f6hv-jmp6-3vwv  High      0.9% (54th)   0.6    
netty-codec-http2              4.1.84.Final      4.1.133.Final                                        java-archive  GHSA-f6hv-jmp6-3vwv  High      0.9% (54th)   0.6    
netty-codec-http2              4.1.87.Final      4.1.133.Final                                        java-archive  GHSA-f6hv-jmp6-3vwv  High      0.9% (54th)   0.6    
netty-codec-http2              4.1.94.Final      4.1.133.Final                                        java-archive  GHSA-f6hv-jmp6-3vwv  High      0.9% (54th)   0.6    
nimbus-jose-jwt                7.9               9.37.2                                               java-archive  GHSA-gvpg-vgmx-xg6w  High      0.8% (52nd)   0.6    
mina-core                      2.1.6             2.1.12                                               java-archive  GHSA-995c-6rp3-4m4x  Critical  0.7% (47th)   0.6    
bcpg-jdk18on                   1.79              1.84                                                 java-archive  GHSA-cj8j-37rh-8475  High      0.8% (50th)   0.6    
netty-codec-dns                4.1.115.Final     4.1.133.Final                                        java-archive  GHSA-cm33-6792-r9fm  High      0.8% (52nd)   0.6    
netty-codec-dns                4.1.84.Final      4.1.133.Final                                        java-archive  GHSA-cm33-6792-r9fm  High      0.8% (52nd)   0.6    
netty-codec-dns                4.1.87.Final      4.1.133.Final                                        java-archive  GHSA-cm33-6792-r9fm  High      0.8% (52nd)   0.6    
netty-codec-dns                4.1.94.Final      4.1.133.Final                                        java-archive  GHSA-cm33-6792-r9fm  High      0.8% (52nd)   0.6    
nifi-web-api                   1.28.1            2.8.0                                                java-archive  GHSA-c5w7-m8wf-xc77  High      0.8% (50th)   0.6    
mina-core                      2.1.6             2.1.11                                               java-archive  GHSA-8297-v2rf-2p32  Critical  0.6% (46th)   0.6    
protobuf-java                  2.5.0             3.16.3                                               java-archive  GHSA-h4h5-3hr4-j3g2  Medium    1.0% (60th)   0.6    
jackson-databind               2.10.1            2.18.8                                               java-archive  GHSA-rmj7-2vxq-3g9f  High      0.7% (47th)   0.5    
jackson-databind               2.13.4.2          2.18.8                                               java-archive  GHSA-rmj7-2vxq-3g9f  High      0.7% (47th)   0.5    
jackson-databind               2.14.0            2.18.8                                               java-archive  GHSA-rmj7-2vxq-3g9f  High      0.7% (47th)   0.5    
jackson-databind               2.18.1            2.18.8                                               java-archive  GHSA-rmj7-2vxq-3g9f  High      0.7% (47th)   0.5    
lz4-java                       1.7.1             1.8.1                                                java-archive  GHSA-vqf4-7m7x-wgfc  High      0.6% (46th)   0.5    
amqp-client                    5.17.0            5.18.0                                               java-archive  GHSA-mm8h-8587-p46h  Medium    1.1% (60th)   0.5    
jackson-core                   2.10.1            2.15.0                                               java-archive  GHSA-h46c-h94j-95f3  High      0.6% (46th)   0.5    
jackson-core                   2.13.4            2.15.0                                               java-archive  GHSA-h46c-h94j-95f3  High      0.6% (46th)   0.5    
jackson-core                   2.14.0            2.15.0                                               java-archive  GHSA-h46c-h94j-95f3  High      0.6% (46th)   0.5    
jackson-core                   2.4.0             2.15.0                                               java-archive  GHSA-h46c-h94j-95f3  High      0.6% (46th)   0.5    
netty-codec-http               4.1.84.Final      4.1.86.Final                                         java-archive  GHSA-hh82-3pmq-7frp  Medium    0.9% (54th)   0.5    
commons-compress               1.21              1.26.0                                               java-archive  GHSA-4265-ccf5-phj5  Medium    0.9% (55th)   0.5    
jetty-http                     9.4.56.v20240826  12.0.12                                              java-archive  GHSA-qh8g-58pp-2wxh  Medium    1.0% (58th)   0.5    
jackson-databind               2.10.1            2.18.8                                               java-archive  GHSA-j3rv-43j4-c7qm  High      0.6% (45th)   0.5    
jackson-databind               2.13.4.2          2.18.8                                               java-archive  GHSA-j3rv-43j4-c7qm  High      0.6% (45th)   0.5    
jackson-databind               2.14.0            2.18.8                                               java-archive  GHSA-j3rv-43j4-c7qm  High      0.6% (45th)   0.5    
jackson-databind               2.18.1            2.18.8                                               java-archive  GHSA-j3rv-43j4-c7qm  High      0.6% (45th)   0.5    
netty-codec-http               4.1.115.Final     4.1.132.Final                                        java-archive  GHSA-pwqr-wmgm-9rr8  High      0.6% (46th)   0.5    
netty-codec-http               4.1.84.Final      4.1.132.Final                                        java-archive  GHSA-pwqr-wmgm-9rr8  High      0.6% (46th)   0.5    
netty-codec-http               4.1.87.Final      4.1.132.Final                                        java-archive  GHSA-pwqr-wmgm-9rr8  High      0.6% (46th)   0.5    
netty-codec-http               4.1.94.Final      4.1.132.Final                                        java-archive  GHSA-pwqr-wmgm-9rr8  High      0.6% (46th)   0.5    
zookeeper                      3.9.3             3.9.5                                                java-archive  GHSA-7xrh-hqfc-g7qr  High      0.6% (45th)   0.5    
python                         3.13.13                                                                binary        CVE-2026-11940       High      0.6% (45th)   0.5    
netty-codec-http               4.1.115.Final     4.1.133.Final                                        java-archive  GHSA-57rv-r2g8-2cj3  High      0.6% (45th)   0.5    
netty-codec-http               4.1.84.Final      4.1.133.Final                                        java-archive  GHSA-57rv-r2g8-2cj3  High      0.6% (45th)   0.5    
netty-codec-http               4.1.87.Final      4.1.133.Final                                        java-archive  GHSA-57rv-r2g8-2cj3  High      0.6% (45th)   0.5    
netty-codec-http               4.1.94.Final      4.1.133.Final                                        java-archive  GHSA-57rv-r2g8-2cj3  High      0.6% (45th)   0.5    
jakarta.mail                   1.6.7             1.6.8                                                java-archive  GHSA-9342-92gg-6v29  Medium    0.8% (50th)   0.4    
jakarta.mail                   2.0.1             2.0.2                                                java-archive  GHSA-9342-92gg-6v29  Medium    0.8% (50th)   0.4    
lz4-java                       1.7.1                                                                  java-archive  GHSA-cmp6-m4wj-q63q  High      0.6% (42nd)   0.4    
c3p0                           0.9.5.4           0.12.0                                               java-archive  GHSA-5476-xc4j-rqcv  High      0.5% (41st)   0.4    
nimbus-jose-jwt                7.9               9.37.4                                               java-archive  GHSA-xwmg-2g98-w7v9  Medium    0.8% (52nd)   0.4    
nimbus-jose-jwt                9.37.3            9.37.4                                               java-archive  GHSA-xwmg-2g98-w7v9  Medium    0.8% (52nd)   0.4    
nimbus-jose-jwt                9.46              10.0.2                                               java-archive  GHSA-xwmg-2g98-w7v9  Medium    0.8% (52nd)   0.4    
spring-security-web            5.8.15                                                                 java-archive  GHSA-mf92-479x-3373  Critical  0.5% (38th)   0.4    
azure-security-keyvault-keys   4.8.8             4.10.6                                               java-archive  GHSA-97jf-46m3-8953  Critical  0.5% (37th)   0.4    
azure-security-keyvault-keys   4.9.0             4.10.6                                               java-archive  GHSA-97jf-46m3-8953  Critical  0.5% (37th)   0.4    
json-smart                     2.5.1             2.5.2                                                java-archive  GHSA-pq2g-wx69-c263  High      0.6% (42nd)   0.4    
mina-core                      2.1.6             2.1.11                                               java-archive  GHSA-f2wh-grmh-r6jm  Critical  0.5% (36th)   0.4    
spring-security-crypto         5.8.15            5.8.18                                               java-archive  GHSA-mg83-c7gq-rv5c  High      0.6% (42nd)   0.4    
aircompressor                  0.21              0.27                                                 java-archive  GHSA-973x-65j7-xcf4  High      0.5% (39th)   0.4    
netty-codec-redis              4.1.115.Final     4.1.135.Final                                        java-archive  GHSA-6jv9-x5w9-2ccm  High      0.5% (38th)   0.4    
netty-codec-redis              4.1.84.Final      4.1.135.Final                                        java-archive  GHSA-6jv9-x5w9-2ccm  High      0.5% (38th)   0.4    
netty-codec-redis              4.1.87.Final      4.1.135.Final                                        java-archive  GHSA-6jv9-x5w9-2ccm  High      0.5% (38th)   0.4    
netty-codec-redis              4.1.94.Final      4.1.135.Final                                        java-archive  GHSA-6jv9-x5w9-2ccm  High      0.5% (38th)   0.4    
python                         3.13.13           *3.13.14, 3.14.6, 3.15.0b2                           binary        CVE-2026-7774        Medium    0.6% (45th)   0.4    
jackson-databind               2.10.1            2.14.0                                               java-archive  GHSA-3wrr-7qpf-2prh  Medium    0.6% (45th)   0.3    
jackson-databind               2.13.4.2          2.14.0                                               java-archive  GHSA-3wrr-7qpf-2prh  Medium    0.6% (45th)   0.3    
spring-core                    5.3.39                                                                 java-archive  GHSA-jmp9-x22r-554x  High      0.5% (36th)   0.3    
python                         3.13.13                                                                binary        CVE-2026-11972       High      0.4% (34th)   0.3    
netty-codec                    4.1.115.Final     4.1.125.Final                                        java-archive  GHSA-3p8m-j85q-pgmj  Medium    0.6% (42nd)   0.3    
netty-codec                    4.1.84.Final      4.1.125.Final                                        java-archive  GHSA-3p8m-j85q-pgmj  Medium    0.6% (42nd)   0.3    
netty-codec                    4.1.87.Final      4.1.125.Final                                        java-archive  GHSA-3p8m-j85q-pgmj  Medium    0.6% (42nd)   0.3    
netty-codec                    4.1.94.Final      4.1.125.Final                                        java-archive  GHSA-3p8m-j85q-pgmj  Medium    0.6% (42nd)   0.3    
nifi-asana-processors          1.28.1            2.7.0                                                java-archive  GHSA-v4p2-2w39-mhrj  High      0.4% (35th)   0.3    
spring-context                 5.3.39                                                                 java-archive  GHSA-4gc7-5j7h-4qph  Medium    0.6% (45th)   0.3    
spring-web                     5.3.39                                                                 java-archive  GHSA-4gc7-5j7h-4qph  Medium    0.6% (45th)   0.3    
openssl                        3.6.2             1.0.2zq, 1.1.1zh, 3.0.21, 3.4.6, 3.5.7, *3.6.3, ...  nix           CVE-2026-42766       Medium    0.6% (44th)   0.3    
netty-codec                    4.1.115.Final     4.1.133.Final                                        java-archive  GHSA-mj4r-2hfc-f8p6  High      0.4% (34th)   0.3    
netty-codec                    4.1.84.Final      4.1.133.Final                                        java-archive  GHSA-mj4r-2hfc-f8p6  High      0.4% (34th)   0.3    
netty-codec                    4.1.87.Final      4.1.133.Final                                        java-archive  GHSA-mj4r-2hfc-f8p6  High      0.4% (34th)   0.3    
netty-codec                    4.1.94.Final      4.1.133.Final                                        java-archive  GHSA-mj4r-2hfc-f8p6  High      0.4% (34th)   0.3    
netty-codec-http2              4.1.115.Final     4.1.135.Final                                        java-archive  GHSA-c2gf-v879-257j  Medium    0.6% (44th)   0.3    
netty-codec-http2              4.1.84.Final      4.1.135.Final                                        java-archive  GHSA-c2gf-v879-257j  Medium    0.6% (44th)   0.3    
netty-codec-http2              4.1.87.Final      4.1.135.Final                                        java-archive  GHSA-c2gf-v879-257j  Medium    0.6% (44th)   0.3    
netty-codec-http2              4.1.94.Final      4.1.135.Final                                        java-archive  GHSA-c2gf-v879-257j  Medium    0.6% (44th)   0.3    
guava                          14.0.1            32.0.0-android                                       java-archive  GHSA-5mg8-w23w-74h3  Low       1.0% (57th)   0.3    
guava                          19.0              32.0.0-android                                       java-archive  GHSA-5mg8-w23w-74h3  Low       1.0% (57th)   0.3    
guava                          31.0.1-jre        32.0.0-android                                       java-archive  GHSA-5mg8-w23w-74h3  Low       1.0% (57th)   0.3    
guava                          31.1-jre          32.0.0-android                                       java-archive  GHSA-5mg8-w23w-74h3  Low       1.0% (57th)   0.3    
dnsjava                        2.1.7             3.6.0                                                java-archive  GHSA-cfxw-4h78-h7fw  High      0.4% (31st)   0.3    
python                         3.13.13           *3.13.14, 3.14.5rc1, 3.15.0b1                        binary        CVE-2026-1502        Medium    0.6% (42nd)   0.3    
pixman                         0.46.4                                                                 nix           CVE-2023-37769       Medium    0.5% (39th)   0.3    
bcprov-jdk18on                 1.78              1.80.2                                               java-archive  GHSA-574f-3g2m-x479  Critical  0.3% (23rd)   0.3    
bcprov-jdk18on                 1.79              1.80.2                                               java-archive  GHSA-574f-3g2m-x479  Critical  0.3% (23rd)   0.3    
aircompressor                  0.21              2.0.3                                                java-archive  GHSA-vx9q-rhv9-3jvg  High      0.4% (28th)   0.3    
netty-codec-redis              4.1.115.Final     4.1.135.Final                                        java-archive  GHSA-5w86-c3rq-vjj7  High      0.4% (29th)   0.3    
